what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1321373104086
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1321373104101
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1321373104211
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1321373104265
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1321373104427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373350081
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1321373351234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373375733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373508979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373519400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373528043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373669427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373747249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373795490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373845870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321373870216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321373875866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321373876477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321373876960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321373878353
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201108301805,"org.eclipse.linuxtools.cdt.libhover",1321373879759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373892318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373922016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321373929567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373933951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373939953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321373983109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321374227291
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321374245741
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321374245887
